movie_title,content_rating
Living Dark: The Story of Ted the Caver ,PG-13
Under the Same Moon ,PG-13
Conquest of the Planet of the Apes ,PG
In the Bedroom ,R
I Spit on Your Grave ,R
"Happy, Texas ",PG-13
My Summer of Love ,R
The Lunchbox ,PG
Yes ,R
You Can't Take It with You ,Approved
From Here to Eternity ,Not Rated
She Wore a Yellow Ribbon ,Unrated
Grace Unplugged ,PG
Foolish ,R
N-Secure ,R
Caramel ,PG
Out of the Dark ,R
The Bubble ,Unrated
The Conversation ,PG
Dil Jo Bhi Kahey... ,
Mississippi Mermaid ,R
I Love Your Work ,R
Cabin Fever ,Not Rated
Dawn of the Dead ,R
Waitress ,PG-13
Bloodsport ,R
Mr. Smith Goes to Washington ,Not Rated
Kids ,
The Squid and the Whale ,R
Kissing Jessica Stein ,R
"A Woman, a Gun and a Noodle Shop ",R
Kickboxer: Vengeance ,
Spellbound ,Unrated
Exotica ,R
Buffalo '66 ,R
Insidious ,PG-13
Repo Man ,R
Nine Queens ,R
The Gatekeepers ,PG-13
The Ballad of Jack and Rose ,R
The To Do List ,R
Killing Zoe ,R
The Believer ,R
Snow Angels ,R
Unsullied ,R
Session 9 ,R
I Want Someone to Eat Cheese With ,R
Mooz-Lum ,PG-13
Hatchet ,R
Modern Times ,G
Stolen Summer ,PG
My Name Is Bruce ,R
The Salon ,PG-13
Road Hard ,
Forty Shades of Blue ,R
Amigo ,R
Pontypool ,Not Rated
Trucker ,R
Me You and Five Bucks ,
The Lords of Salem ,R
Housebound ,Not Rated
Wal-Mart: The High Cost of Low Price ,Not Rated
Fetching Cody ,
Once Upon a Time in Queens ,R
Closer to the Moon ,Not Rated
Mutant World ,
Growing Up Smith ,PG-13
Checkmate ,
Jack Reacher ,PG-13
#Horror ,Not Rated
Wind Walkers ,R
Snow White and the Seven Dwarfs ,Approved
The Holy Girl ,R
Shalako ,PG
Incident at Loch Ness ,PG-13
The Dog Lover ,PG
Girl House ,
The Blue Room ,R
House at the End of the Drive ,R
Batman: The Movie ,Approved
"Lock, Stock and Two Smoking Barrels ",R
The Ballad of Gregorio Cortez ,
The Streets of San Francisco             ,
The Celebration ,R
Trees Lounge ,R
Journey from the Fall ,R
The Basket ,PG
Eddie: The Sleepwalking Cannibal ,Not Rated
Mercury Rising ,R
Space: Above and Beyond             ,
Queen of the Mountains ,PG-13
Def-Con 4 ,R
The Hebrew Hammer ,R
Neal 'N' Nikki ,
The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It ,R
Forget Me Not ,R
Rebecca ,Not Rated
Friday the 13th Part 2 ,R
The Lost Weekend ,Not Rated
C.H.U.D. ,R
Filly Brown ,R
The Lion of Judah ,PG
Niagara ,Approved
How Green Was My Valley ,Approved
The Girlfriend Experience             ,TV-MA
Da Sweet Blood of Jesus ,
"Sex, Lies, and Videotape ",R
Saw ,R
Super Troopers ,R
The Algerian ,
The Amazing Catfish ,
The Day the Earth Stood Still ,PG-13
Monsoon Wedding ,R
You Can Count on Me ,R
The Trouble with Harry ,Approved
Lucky Number Slevin ,R
But I'm a Cheerleader ,R
Home Run ,PG-13
Reservoir Dogs ,R
The Blue Bird ,Approved
"The Good, the Bad and the Ugly ",Approved
The Second Mother ,R
Blue Like Jazz ,PG-13
Down and Out with the Dolls ,R
"Pink Ribbons, Inc. ",Not Rated
Certifiably Jonathan ,
Q ,
The Knife of Don Juan ,
Grand Theft Parsons ,PG-13
Extreme Movie ,R
The Charge of the Light Brigade ,Approved
Below Zero ,R
Crowsnest ,R
Airborne ,PG
Cotton Comes to Harlem ,R
The Wicked Within ,R
Bleeding Hearts ,
Waiting... ,R
Dead Man's Shoes ,
Wolf Creek             ,
From a Whisper to a Scream ,R
Sex with Strangers ,
Dracula: Pages from a Virgin's Diary ,
Faith Like Potatoes ,PG
Beyond the Black Rainbow ,R
The Raid: Redemption ,R
The Dead Undead ,R
The Vatican Exorcisms ,R
Casablanca ,PG
Lake Mungo ,R
Rocket Singh: Salesman of the Year ,
Silent Running ,GP
Rocky ,PG
The Sleepwalker ,Not Rated
The Fog ,R
Tom Jones ,Unrated
Unfriended ,R
Taxi Driver ,R
The Howling ,R
Dr. No ,Approved
Chernobyl Diaries ,R
Hellraiser ,R
God's Not Dead 2 ,PG
Cry_Wolf ,PG-13
Godzilla 2000 ,PG
Blue Valentine ,R
Transamerica ,R
The Devil Inside ,R
Beyond the Valley of the Dolls ,X
Love Me Tender ,
An Inconvenient Truth ,PG
Sands of Iwo Jima ,Approved
Shine a Light ,PG-13
The Green Inferno ,R
Departure ,
The Sessions ,R
"Food, Inc. ",PG
October Baby ,PG-13
Next Stop Wonderland ,R
Juno ,PG-13
The Skeleton Twins ,R
Martha Marcy May Marlene ,R
Obvious Child ,R
Frozen River ,R
20 Feet from Stardom ,PG-13
Two Girls and a Guy ,R
Walking and Talking ,R
The Full Monty ,R
Who Killed the Electric Car? ,PG
The Broken Hearts Club: A Romantic Comedy ,R
Bubba Ho-Tep ,R
Goosebumps ,PG
Slam ,R
Brigham City ,PG-13
Fiza ,
History of the World: Part I ,R
Orgazmo ,NC-17
All the Real Girls ,R
Dream with the Fishes ,R
Blue Car ,R
Luminarias ,R
Palo Alto ,R
Ajami ,
Wristcutters: A Love Story ,R
I Origins ,R
The Battle of Shaker Heights ,PG-13
The Lovely Bones ,PG-13
The Act of Killing ,Not Rated
Taxi to the Dark Side ,R
Once in a Lifetime: The Extraordinary Story of the New York Cosmos ,PG-13
Guiana 1838 ,Unrated
Lisa Picard Is Famous ,PG-13
Antarctica: A Year on Ice ,PG
A Lego Brickumentary ,G
Hardflip ,PG-13
Chocolate: Deep Dark Secrets ,
The House of the Devil ,R
The Perfect Host ,R
Safe Men ,R
Speedway Junky ,R
The Last Big Thing ,R
The Specials ,R
16 to Life ,
Alone with Her ,Not Rated
Creative Control ,R
Special ,R
Sparkler ,R
The Helix... Loaded ,R
In Her Line of Fire ,R
The Jimmy Show ,R
Heli ,Not Rated
Karachi se Lahore ,
Loving Annabelle ,Not Rated
Hits ,
Jimmy and Judy ,R
Frat Party ,R
The Party's Over ,
Proud ,PG
The Poker House ,R
Childless ,R
ZMD: Zombies of Mass Destruction ,R
Snow White: A Deadly Summer ,PG-13
Hidden Away ,Unrated
My Last Day Without You ,
Steppin: The Movie ,PG-13
Doc Holliday's Revenge ,PG-13
Black Rock ,R
Truth or Die ,Not Rated
The Pet ,
Bang Bang Baby ,
Fear Clinic ,R
Zombie Hunter ,Not Rated
A Fine Step ,PG
Trance ,R
Charly ,PG
Banshee Chapter ,R
Jesse             ,
Ask Me Anything ,Not Rated
And Then Came Love ,
Food Chains ,
On the Waterfront ,Not Rated
L!fe Happens ,R
"4 Months, 3 Weeks and 2 Days ",Not Rated
The Horror Network Vol. 1 ,
Hard Candy ,R
The Quiet ,R
Circumstance ,R
Fruitvale Station ,R
The Brass Teapot ,R
Bambi ,Approved
The Hammer ,R
Snitch ,PG-13
Latter Days ,R
Elza ,
1982 ,R
"For a Good Time, Call... ",R
Celeste & Jesse Forever ,R
Time Changer ,PG
London to Brighton ,R
American Hero ,
Windsor Drive ,
A Separation ,PG-13
Crying with Laughter ,
Welcome to the Dollhouse ,R
Ruby in Paradise ,R
Raising Victor Vargas ,R
Pandora's Box ,Not Rated
Harrison Montgomery ,
Live-In Maid ,Unrated
Deterrence ,R
The Mudge Boy ,R
The Young Unknowns ,R
Not Cool ,Not Rated
Dead Snow ,Not Rated
Saints and Soldiers ,PG-13
Vessel ,
American Graffiti ,PG
Iraq for Sale: The War Profiteers ,
Aqua Teen Hunger Force Colon Movie Film for Theaters ,R
Safety Not Guaranteed ,R
Kevin Hart: Laugh at My Pain ,R
Kill List ,Not Rated
The Innkeepers ,R
The Unborn ,PG-13
The Conformist ,R
Interview with the Assassin ,R
Donkey Punch ,R
All the Boys Love Mandy Lane ,R
Bled ,R
High Noon ,PG
Hoop Dreams ,PG-13
Rize ,PG-13
Destiny ,
L.I.E. ,NC-17
The Sisterhood of Night ,PG-13
B-Girl ,PG-13
King Kong ,PG-13
House of Wax ,R
Half Nelson ,R
Naturally Native ,PG-13
Hav Plenty ,R
Adulterers ,
Escape from Tomorrow ,Not Rated
Starsuckers ,
The Hadza: Last of the First ,
After ,PG-13
Treachery ,
Walter ,
Top Hat ,Approved
The Blair Witch Project ,R
Woodstock ,R
The Kentucky Fried Movie ,R
Mercy Streets ,PG-13
Arnolds Park ,PG-13
Broken Vessels ,R
Water & Power ,Not Rated
They Will Have to Kill Us First ,
Crop Circles: Quest for Truth ,
Light from the Darkroom ,PG-13
Irreplaceable ,
The Maid's Room ,
A Hard Day's Night ,Approved
The Harvest/La Cosecha ,
Love Letters ,R
Julija in alfa Romeo ,
Fireproof ,PG
Faith Connections ,
Benji ,G
Open Water ,R
High Road ,R
Kingdom of the Spiders ,PG
Mad Hot Ballroom ,PG
The Station Agent ,R
To Save a Life ,PG-13
Wordplay ,PG
Beyond the Mat ,R
The Singles Ward ,PG
Osama ,PG-13
Sholem Aleichem: Laughing in the Darkness ,Unrated
Groove ,R
The R.M. ,PG
Twin Falls Idaho ,R
Mean Creek ,R
Hurricane Streets ,R
Never Again ,R
Civil Brand ,R
Lonesome Jim ,R
Drinking Buddies ,R
Deceptive Practice: The Mysteries and Mentors of Ricky Jay ,
Seven Samurai ,Unrated
The Other Dream Team ,Not Rated
Johnny Suede ,R
Finishing the Game: The Search for a New Bruce Lee ,Not Rated
Rubber ,R
Home ,PG
Kiss the Bride ,R
The Slaughter Rule ,R
Monsters ,R
The Californians ,PG
The Living Wake ,PG-13
Detention of the Dead ,Not Rated
Crazy Stone ,
Scott Walker: 30 Century Man ,
Everything Put Together ,R
Good Kill ,R
Insomnia Manica ,
The Outrageous Sophie Tucker ,
Now Is Good ,PG-13
Girls Gone Dead ,R
America Is Still the Place ,
Subconscious ,R
Crossroads ,PG-13
Enter Nowhere ,R
The King of Najayo ,R
Fight to the Finish ,PG-13
Alleluia! The Devil's Carnival ,
The Sound and the Shadow ,R
Rodeo Girl ,PG
Born to Fly: Elizabeth Streb vs. Gravity ,
The Little Ponderosa Zoo ,
Oz the Great and Powerful ,PG
The Toxic Avenger ,Unrated
Straight Out of Brooklyn ,R
Bloody Sunday ,R
Diamond Ruff ,R
Conversations with Other Women ,R
Poultrygeist: Night of the Chicken Dead ,Unrated
Mutual Friends ,
42nd Street ,Unrated
Rise of the Entrepreneur: The Search for a Better Way ,G
Metropolitan ,PG-13
As It Is in Heaven ,
Roadside ,
Napoleon Dynamite ,PG
Blue Ruin ,R
Paranormal Activity ,R
Dogtown and Z-Boys ,PG-13
Monty Python and the Holy Grail ,PG
Quinceañera ,R
Gory Gory Hallelujah ,
Heroes             ,TV-14
Tarnation ,Unrated
I Want Your Money ,PG
Love in the Time of Monsters ,
The Beyond ,X
Home Movies             ,TV-PG
What Happens in Vegas ,PG-13
The Dark Hours ,R
My Beautiful Laundrette ,R
Fabled ,R
Show Me ,R
Cries & Whispers ,R
Intolerance: Love's Struggle Throughout the Ages ,Not Rated
Trekkies ,PG
The Broadway Melody ,Passed
The Evil Dead ,NC-17
Maniac ,Not Rated
Censored Voices ,
Murderball ,R
American Ninja 2: The Confrontation ,R
51 Birch Street ,Unrated
Revolution             ,TV-14
Rotor DR1 ,
Halloween ,R
12 Angry Men ,Not Rated
My Dog Tulip ,
It Happened One Night ,Unrated
Dogtooth ,Unrated
Tupac: Resurrection ,R
Tumbleweeds ,PG-13
The Prophecy ,R
When the Cat's Away ,R
Pieces of April ,PG-13
The Big Swap ,
Old Joy ,Unrated
Wendy and Lucy ,R
3 Backyards ,R
Pierrot le Fou ,Not Rated
Sisters in Law ,Not Rated
Ayurveda: Art of Being ,
Nothing But a Man ,Not Rated
"First Love, Last Rites ",R
Fighting Tommy Riley ,R
Royal Kill ,PG-13
Across the Universe ,PG-13
The Looking Glass ,
Death Race 2000 ,R
Locker 13 ,R
Midnight Cabaret ,R
Anderson's Cross ,R
Bizarre ,Unrated
Graduation Day ,R
Some Guy Who Kills People ,R
Compliance ,R
Chasing Amy ,R
Lovely & Amazing ,R
Death Calls ,R
Better Luck Tomorrow ,R
The Incredibly True Adventure of Two Girls in Love ,R
Chuck & Buck ,R
American Desi ,Unrated
Amidst the Devil's Wings ,
Cube ,R
Love and Other Catastrophes ,R
I Married a Strange Person! ,R
November ,R
Like Crazy ,PG-13
Teeth and Blood ,
Sugar Town ,R
The Motel ,
The Canyons ,R
Happy Valley             ,TV-MA
On the Outs ,R
Shotgun Stories ,PG-13
Exam ,Not Rated
The Sticky Fingers of Time ,
Sunday School Musical ,G
Rust ,PG
Ink ,
The Christmas Bunny ,PG
Jesus People ,
Butterfly ,R
UnDivided ,PG
The Frozen ,PG-13
The Love Letter ,Unrated
Horse Camp ,PG
Give Me Shelter ,
The Big Parade ,Not Rated
Little Big Top ,
Along the Roadside ,
Bronson ,R
Western Religion ,
Burn ,Not Rated
Urbania ,R
The Stewardesses ,X
"The Beast from 20,000 Fathoms ",Approved
"20,000 Leagues Under the Sea ",Approved
Mad Max ,R
Swingers ,R
A Fistful of Dollars ,R
She Done Him Wrong ,Approved
Short Cut to Nirvana: Kumbh Mela ,Unrated
The Grace Card ,PG-13
Middle of Nowhere ,R
3 ,Unrated
The Business of Fancydancing ,
Call + Response ,PG-13
Side Effects ,R
Malevolence ,R
Shooting the Warwicks ,
Super Hybrid ,PG-13
Baghead ,R
Solitude ,
The Case of the Grinning Cat ,
Ordet ,Not Rated
Good Dick ,R
The Man from Earth ,Not Rated
The Trials of Darryl Hunt ,PG-13
An American Girl Holiday ,
Yesterday Was a Lie ,PG
Theresa Is a Mother ,
H. ,
Archaeology of a Woman ,
Children of Heaven ,PG
Weekend ,Not Rated
She's Gotta Have It ,R
Butterfly Girl ,
The World Is Mine ,
Another Earth ,PG-13
The Calling ,R
Sweet Sweetback's Baadasssss Song ,R
Perfect Cowboy ,
Tadpole ,PG-13
Once ,R
The Woman Chaser ,
The Horse Boy ,Unrated
When the Lights Went Out ,
Heroes of Dirt ,PG-13
The Texas Chain Saw Massacre ,R
A Charlie Brown Christmas ,TV-G
Antarctic Edge: 70° South ,
Aroused ,
Top Spin ,
Roger & Me ,R
Cat People ,R
An American in Hollywood ,R
Sound of My Voice ,R
The Brain That Sings ,
The Blood of My Brother ,
Your Sister's Sister ,R
Romantic Schemer ,PG-13
A Dog's Breakfast ,
A Dog's Breakfast ,
Night of the Living Dead ,Unrated
Une Femme Mariée ,
The Birth of a Nation ,R
The Work and the Story ,
Facing the Giants ,PG
The Gallows ,R
Eraserhead ,Unrated
Over the Hill to the Poorhouse ,
Hollywood Shuffle ,R
The Mighty ,PG-13
Penitentiary ,R
The Lost Skeleton of Cadavra ,PG
"Dude, Where's My Dog?! ",PG
Cheap Thrills ,Not Rated
Indie Game: The Movie ,Not Rated
Closure ,R
Open Secret ,Approved
Echo Dr. ,
The Night Visitor ,GP
The Past is a Grotesque Animal ,Unrated
The Last House on the Left ,R
"Peace, Propaganda & the Promised Land ",
Pi ,R
"I Love You, Don't Touch Me! ",R
20 Dates ,R
Queen Crab ,
Super Size Me ,PG
The FP ,R
Happy Christmas ,R
The Brain That Wouldn't Die ,Approved
Tiger Orange ,Unrated
Supporting Characters ,Not Rated
Absentia ,R
The Brothers McMullen ,R
The Dirties ,Not Rated
Gabriela ,R
Tiny Furniture ,Not Rated
Hayride ,Not Rated
The Naked Ape ,
Counting ,
The Call of Cthulhu ,
Bending Steel ,
The Signal ,PG-13
The Image Revolution ,
This Is Martin Bonner ,R
A True Story ,
George Washington ,Unrated
Smiling Fish & Goat on Fire ,R
Dawn of the Crescent Moon ,
Raymond Did It ,Unrated
The Last Waltz ,PG
"Run, Hide, Die ",
The Exploding Girl ,Unrated
The Legend of God's Gun ,R
Mutual Appreciation ,R
Her Cry: La Llorona Investigation ,Not Rated
Down Terrace ,R
Clerks ,R
Pink Narcissus ,Not Rated
Funny Ha Ha ,
In the Company of Men ,R
Sabotage ,R
Manito ,
Rampage ,R
Slacker ,R
Dutch Kills ,
Dry Spell ,
Flywheel ,
Exeter ,R
The Ridges ,
The Puffy Chair ,R
Stories of Our Lives ,
Breaking Upwards ,
All Superheroes Must Die ,Unrated
Pink Flamingos ,NC-17
Clean ,R
The Circle ,Not Rated
Tin Can Man ,
The Cure ,
On the Downlow ,
Sanctuary; Quite a Conundrum ,
Bang ,
Primer ,PG-13
Cavite ,Not Rated
El Mariachi ,R
The Mongol King ,PG-13
Newlyweds ,Not Rated
Signed Sealed Delivered ,
The Following             ,TV-14
A Plague So Pleasant ,
Shanghai Calling ,PG-13
My Date with Drew ,PG
